"name"	"boxoffice.total"	"boxoffice.domestic"	"boxoffice.international"	"dvd.domestic"	"budget"	"rating"	"genre"	"creative.type"	"time"	"year"	"production.method"	"sequel"	"boxoffice.domestic.inflationadj"	"budget.millions"	"boxoffice.total.millions"	"revenue.d.budget"
"4456"	"Fire Down Below"	16148906	16148906	0	NA	0	"R"	"Action"	"Contemporary Fiction"	NA	1997	"Live Action"	0	29448004	0	16.148906	Inf
"4457"	"Wes Craven Presents: They"	16140842	12840842	3300000	NA	17000000	"PG-13"	"Horror"	"Contemporary Fiction"	NA	2002	"Live Action"	0	18488719	17	16.140842	0.949461294117647
"4458"	"The Guardian"	16140440	16140440	0	NA	0	"R"	"Horror"	"Fantasy"	NA	1990	"Live Action"	0	28267457	0	16.14044	Inf
"4459"	"D.C. Cab"	16134000	16134000	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1983	"Live Action"	0	33741671	0	16.134	Inf
"4460"	"Winter's Bone"	16131551	6531503	9600048	3734758	2000000	"R"	"Drama"	"Contemporary Fiction"	100	2010	"Live Action"	0	6927313	2	16.131551	8.0657755
"4461"	"Imagine That"	16123323	16123323	0	NA	55000000	"PG"	"Comedy"	"Contemporary Fiction"	NA	2009	"Live Action"	0	18104193	55	16.123323	0.293151327272727
"4462"	"Bright Lights, Big City"	16118077	16118077	0	NA	25000000	"R"	"Drama"	"Contemporary Fiction"	NA	1988	"Live Action"	0	25854687	25	16.118077	0.64472308
"4463"	"Death Wish 3"	16116878	16116878	0	NA	0	NA	"Action"	"Contemporary Fiction"	NA	1985	"Live Action"	1	37999515	0	16.116878	Inf
"4464"	"Prancer"	16115398	16115398	0	NA	0	"G"	"Drama"	"Contemporary Fiction"	NA	1989	"Live Action"	0	33805986	0	16.115398	Inf
"4465"	"Death Wish II"	16100000	16100000	0	NA	0	NA	"Action"	"Contemporary Fiction"	NA	1982	"Live Action"	1	16100000	0	16.1	Inf
"4466"	"No Holds Barred"	16093651	16093651	0	NA	0	NA	"Action"	"Contemporary Fiction"	NA	1989	"Live Action"	0	29125717	0	16.093651	Inf
"4467"	"The Prophecy"	16091660	16091660	0	NA	0	"R"	"Horror"	"Fantasy"	NA	1995	"Live Action"	0	30962572	0	16.09166	Inf
"4468"	"Running Turtle"	16083981	0	16083981	NA	0	NA	NA	NA	NA	2009	NA	0	NA	0	16.083981	Inf
"4469"	"The Day of the Jackal"	16056255	16056255	0	NA	0	NA	NA	NA	NA	1973	NA	0	75927040	0	16.056255	Inf
"4470"	"Raaz 3: The Third Dimension"	16042498	0	16042498	NA	0	"R"	"Thriller/Suspense"	"Fantasy"	90	2012	"Live Action"	1	0	0	16.042498	Inf
"4471"	"Shine a Light"	16040241	5371629	10668612	3944807	1000000	"R"	"Documentary"	"Factual"	NA	2008	"Live Action"	0	6417697	1	16.040241	16.040241
"4472"	"Incendies"	16038343	6857096	9181247	NA	6800000	"R"	"Drama"	"Contemporary Fiction"	130	2010	"Live Action"	0	7237564	6.8	16.038343	2.35857985294118
"4473"	"She's Having a Baby"	16031707	16031707	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1988	"Live Action"	0	25334115	0	16.031707	Inf
"4474"	"Above the Rim"	16026469	16026469	0	NA	0	"R"	"Drama"	"Contemporary Fiction"	NA	1994	"Live Action"	0	23756044	0	16.026469	Inf
"4475"	"Purinsesu Toyotomi"	16019696	0	16019696	NA	0	NA	"Thriller/Suspense"	"Contemporary Fiction"	0	2011	"Live Action"	0	NA	0	16.019696	Inf
"4476"	"O (Othello)"	16017403	16017403	0	NA	5000000	"R"	"Drama"	"Contemporary Fiction"	NA	2001	"Live Action"	0	23686514	5	16.017403	3.2034806
"4477"	"Devil in a Blue Dress"	16004418	16004418	0	NA	0	"R"	"Drama"	"Historical Fiction"	NA	1995	"Live Action"	0	30794711	0	16.004418	Inf
"4478"	"Missing"	1.6e+07	16000000	0	NA	0	NA	"Thriller/Suspense"	"Contemporary Fiction"	NA	1982	"Live Action"	0	1.6e+07	0	16	Inf
"4479"	"The Devil and Max Devlin"	1.6e+07	16000000	0	NA	0	NA	NA	NA	NA	1981	NA	0	48172665	0	16	Inf
"4480"	"Sinbad and the Eye of the Tiger"	1.6e+07	16000000	0	NA	0	NA	NA	NA	NA	1977	NA	0	60053813	0	16	Inf
"4481"	"Breakout"	1.6e+07	16000000	0	NA	0	"R"	NA	NA	NA	1975	"Live Action"	0	65326829	0	16	Inf
"4482"	"Our Man Flint"	1.6e+07	16000000	0	NA	0	NA	NA	NA	NA	1965	NA	0	132594058	0	16	Inf
"4483"	"Forever Amber"	1.6e+07	16000000	0	NA	0	NA	NA	NA	NA	1947	NA	0	331485145	0	16	Inf
"4484"	"Mom and Dad"	1.6e+07	16000000	0	NA	0	NA	NA	NA	NA	1945	NA	0	380454542	0	16	Inf
"4485"	"Flirting with Disaster"	15998144	14702438	1295706	NA	7000000	"R"	"Comedy"	"Contemporary Fiction"	NA	1996	"Live Action"	0	27841491	7	15.998144	2.28544914285714
"4486"	"Tyler Perry's The Single Moms Club"	15995891	15995891	0	4632921	0	"PG-13"	"Comedy"	"Contemporary Fiction"	111	2014	"Live Action"	0	16387464	0	15.995891	Inf
"4487"	"Drowning Mona"	15980376	15427192	553184	NA	16000000	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2000	"Live Action"	0	23956514	16	15.980376	0.9987735
"4488"	"Caveman"	15965000	15965000	0	NA	0	NA	"Comedy"	"Historical Fiction"	NA	1981	"Live Action"	0	31170625	0	15.965	Inf
"4489"	"Armed and Dangerous"	15945534	15945534	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1986	"Live Action"	0	27591370	0	15.945534	Inf
"4490"	"Cry Wolf"	15943081	10047674	5895407	NA	1000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	NA	2005	"Live Action"	0	13112911	1	15.943081	15.943081
"4491"	"Next of Kin"	15942628	15942628	0	NA	0	"R"	"Action"	"Contemporary Fiction"	NA	1989	"Live Action"	0	28672130	0	15.942628	Inf
"4492"	"Jason Goes to Hell: The Final Friday"	15935068	15935068	0	NA	3000000	"R"	"Horror"	"Fantasy"	NA	1993	"Live Action"	1	15935068	3	15.935068	5.31168933333333
"4493"	"Hero At Large"	15934737	15934737	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1980	"Live Action"	0	15934737	0	15.934737	Inf
"4494"	"Thomas and the Magic Railroad"	15911332	15911332	0	NA	19000000	"G"	"Adventure"	"Fantasy"	NA	2000	"Animation/Live Action"	0	24708324	19	15.911332	0.837438526315789
"4495"	"The Conspirator"	15907411	11538204	4369207	3445265	25000000	"PG-13"	"Drama"	"Dramatization"	122	2010	"Live Action"	0	12178400	25	15.907411	0.63629644
"4496"	"Ajab Prem Ki Ghazab Kahani"	15906411	741238	15165173	NA	0	NA	"Comedy"	NA	NA	2009	NA	0	827224	0	15.906411	Inf
"4497"	"Cai Shen Ke Zhan"	15883398	0	15883398	NA	0	NA	"Comedy"	NA	0	2011	"Live Action"	0	NA	0	15.883398	Inf
"4498"	"Big Eyes"	15874644	14482031	1392613	1749889	10000000	"PG-13"	"Drama"	"Dramatization"	106	2014	"Live Action"	0	14724956	10	15.874644	1.5874644
"4499"	"Haevnen"	15867314	1008098	14859216	NA	5500000	"R"	"Drama"	"Contemporary Fiction"	113	2010	"Live Action"	0	1064028	5.5	15.867314	2.88496618181818
"4500"	"Dance With Me"	15862680	15862680	0	NA	0	"PG"	"Musical"	"Contemporary Fiction"	NA	1998	"Live Action"	0	28309307	0	15.86268	Inf
"4501"	"Gorky Park"	15856028	15856028	0	NA	0	NA	"Drama"	"Contemporary Fiction"	NA	1983	"Live Action"	0	40664557	0	15.856028	Inf
"4502"	"Crossing Delancey"	15853838	15853838	0	NA	0	NA	"Romantic Comedy"	"Contemporary Fiction"	NA	1988	"Live Action"	0	32564515	0	15.853838	Inf
"4503"	"The Next Karate Kid"	15851228	8751228	7100000	NA	0	"PG"	"Action"	"Contemporary Fiction"	NA	1994	"Live Action"	1	10756948	0	15.851228	Inf
"4504"	"Heroine"	15835948	598668	15237280	NA	0	"Not Rated"	"Drama"	"Contemporary Fiction"	240	2012	"Live Action"	0	629499	0	15.835948	Inf
"4505"	"Extraordinary Measures"	15826984	12482741	3344243	6648346	31000000	"PG"	"Drama"	"Dramatization"	NA	2009	"Live Action"	0	13242144	31	15.826984	0.510547870967742
"4506"	"Anonymous"	15815509	4463292	11352217	NA	27500000	"PG-13"	"Thriller/Suspense"	"Historical Fiction"	130	2011	"Live Action"	0	4710937	27.5	15.815509	0.575109418181818
"4507"	"The Ice Storm"	15811546	7837632	7973914	NA	18000000	"R"	"Drama"	"Historical Fiction"	NA	1997	"Live Action"	0	14268833	18	15.811546	0.878419222222222
"4508"	"Kiss Me Goodbye"	15782759	15782759	0	NA	0	NA	"Comedy"	"Fantasy"	NA	1982	"Live Action"	0	43259458	0	15.782759	Inf
"4509"	"The Gospel"	15778152	15778152	0	NA	0	"PG"	"Drama"	"Contemporary Fiction"	NA	2005	"Live Action"	0	20602671	0	15.778152	Inf
"4510"	"Blitz"	15774948	0	15774948	1595642	0	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	2010	"Live Action"	0	0	0	15.774948	Inf
"4511"	"Once Upon a Time in Mumbai"	15753012	302862	15450150	NA	0	NA	"Action"	NA	0	2010	NA	0	321282	0	15.753012	Inf
"4512"	"Anjaana Anjaani"	15738212	854757	14883455	NA	0	NA	NA	NA	0	2010	NA	0	906756	0	15.738212	Inf
"4513"	"Tazza: The High Rollers"	15732936	0	15732936	NA	0	NA	NA	NA	NA	2006	NA	0	NA	0	15.732936	Inf
"4514"	"Jaws 4: The Revenge"	15728335	15728335	0	NA	23000000	"PG-13"	"Horror"	"Contemporary Fiction"	NA	1987	"Live Action"	1	30052334	23	15.728335	0.683840652173913
"4515"	"Wes Craven's Wishmaster"	15719109	15719109	0	NA	0	"R"	"Horror"	"Fantasy"	NA	1997	"Live Action"	0	28664254	0	15.719109	Inf
"4516"	"Double Dhamaal"	15717126	543646	15173480	NA	0	"Not Rated"	"Comedy"	"Contemporary Fiction"	138	2011	"Live Action"	1	573805	0	15.717126	Inf
"4517"	"The Island"	15716828	15716828	0	NA	22000000	"PG-13"	"Adventure"	"Contemporary Fiction"	NA	1980	"Live Action"	0	15716828	22	15.716828	0.714401272727273
"4518"	"Fanaa"	15707114	2105351	13601763	NA	0	"Not Rated"	"Drama"	"Contemporary Fiction"	NA	2006	"Live Action"	0	2690352	0	15.707114	Inf
"4519"	"Avalon"	15702685	15702685	0	NA	0	"R"	"Drama"	"Historical Fiction"	NA	1990	"Live Action"	0	17505780	0	15.702685	Inf
"4520"	"High Plains Drifter"	15700000	15700000	0	NA	15700000	NA	"Western"	"Historical Fiction"	NA	1972	"Live Action"	0	77299411	15.7	15.7	1
"4521"	"The Last Station"	15696146	6617867	9078279	NA	18000000	"R"	"Drama"	"Dramatization"	NA	2010	"Live Action"	0	7020471	18	15.696146	0.872008111111111
"4522"	"The Lion King (IMAX)"	15682879	15682879	0	NA	0	"G"	"Adventure"	"Kids Fiction"	NA	2002	"Live Action"	0	21915414	0	15.682879	Inf
"4523"	"Larry the Cable Guy: Health Inspector"	15680099	15680099	0	13266667	17000000	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2006	"Live Action"	0	20005790	17	15.680099	0.922358764705882
"4524"	"Boule et Bill"	15661615	56224	15605391	NA	0	"Not Rated"	"Comedy"	"Kids Fiction"	82	2013	"Live Action"	0	57879	0	15.661615	Inf
"4525"	"Made in Dagenham"	15644196	1095369	14548827	NA	8000000	"R"	"Drama"	"Dramatization"	113	2010	"Live Action"	0	1158776	8	15.644196	1.9555245
"4526"	"I Love You to Death"	15600149	15600149	0	NA	0	"R"	"Comedy"	"Contemporary Fiction"	NA	1990	"Live Action"	0	21790709	0	15.600149	Inf
"4527"	"Ulee's Gold"	15600000	9054736	6545264	NA	2700000	"R"	"Drama"	"Contemporary Fiction"	NA	1997	"Live Action"	0	16495337	2.7	15.6	5.77777777777778
"4528"	"Continental Divide"	15578000	15578000	0	NA	0	"PG"	"Romantic Comedy"	"Contemporary Fiction"	103	1981	"Live Action"	0	31404499	0	15.578	Inf
"4529"	"Billy Bathgate"	15565363	15565363	0	NA	0	"R"	"Drama"	"Historical Fiction"	NA	1991	"Live Action"	0	27305510	0	15.565363	Inf
"4530"	"Murder 2"	15559302	0	15559302	NA	0	NA	"Thriller/Suspense"	"Contemporary Fiction"	0	2011	"Live Action"	1	NA	0	15.559302	Inf
"4531"	"My Boss's Daughter"	15549702	15549702	0	NA	14000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	NA	2003	"Live Action"	0	21583912	14	15.549702	1.110693
"4532"	"Switch"	15545943	15545943	0	NA	0	"R"	"Comedy"	"Fantasy"	NA	1991	"Live Action"	0	26412857	0	15.545943	Inf
"4533"	"The Getaway"	15545115	15545115	0	NA	0	"R"	"Action"	"Contemporary Fiction"	NA	1994	"Live Action"	0	15545115	0	15.545115	Inf
"4534"	"The Wild Angels"	15541070	15541070	0	NA	0	"R"	NA	NA	NA	1966	NA	0	119338305	0	15.54107	Inf
"4535"	"Corvette Summer"	15500000	15500000	0	NA	0	NA	NA	NA	NA	1978	NA	0	55442311	0	15.5	Inf
"4536"	"The Greatest Story Ever Told"	15473333	15473333	0	NA	20000000	"G"	"Drama"	NA	NA	1965	"Live Action"	0	128229505	20	15.473333	0.77366665
"4537"	"Bait"	15471969	15325127	146842	NA	35000000	"R"	"Action"	"Contemporary Fiction"	NA	2000	"Live Action"	0	23798019	35	15.471969	0.442056257142857
"4538"	"The Weather Man"	15466961	12482775	2984186	16735082	20000000	"R"	"Drama"	"Contemporary Fiction"	102	2005	"Live Action"	0	16282730	20	15.466961	0.77334805
"4539"	"The Fountain"	15461638	10144010	5317628	10971388	35000000	"PG-13"	"Drama"	"Science Fiction"	NA	2006	"Live Action"	0	12949587	35	15.461638	0.441761085714286
"4540"	"Facing Window"	15458405	541682	14916723	NA	0	"R"	"Drama"	"Contemporary Fiction"	NA	2004	"Live Action"	0	730090	0	15.458405	Inf
"4541"	"The Jacket"	15452978	6301131	9151847	NA	28500000	"R"	"Thriller/Suspense"	"Fantasy"	NA	2005	"Live Action"	0	8227844	28.5	15.452978	0.542209754385965
"4542"	"Youngblood"	15448400	15448400	0	NA	0	NA	"Drama"	"Contemporary Fiction"	NA	1986	"Live Action"	0	30508474	0	15.4484	Inf
"4543"	"Rocket Man"	15448043	15448043	0	NA	0	"PG"	"Comedy"	"Science Fiction"	NA	1997	"Live Action"	0	28169963	0	15.448043	Inf
"4544"	"In Too Deep"	15447861	14003141	1444720	NA	7000000	"R"	"Drama"	"Contemporary Fiction"	NA	1999	"Live Action"	0	23072106	7	15.447861	2.20683728571429
"4545"	"Married to the Mafia 3"	15447156	0	15447156	NA	0	NA	NA	NA	NA	2006	NA	0	NA	0	15.447156	Inf
"4546"	"Out of the Furnace"	15434375	11330849	4103526	3028794	22000000	"R"	"Drama"	"Contemporary Fiction"	115	2013	"Live Action"	0	11664608	22	15.434375	0.7015625
"4547"	"Catch and Release"	15432542	15432542	0	12504124	0	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	NA	2007	"Live Action"	0	18774764	0	15.432542	Inf
"4548"	"The Bonfire of the Vanities"	15432314	15432314	0	NA	0	"R"	"Comedy"	"Contemporary Fiction"	125	1990	"Live Action"	0	15432314	0	15.432314	Inf
"4549"	"Mad Love"	15429108	15429108	0	NA	0	"PG-13"	"Drama"	"Contemporary Fiction"	NA	1995	"Live Action"	0	29687729	0	15.429108	Inf
"4550"	"The Greatest Game Ever Played"	15425073	15331289	93784	38191867	25000000	"PG"	"Drama"	"Dramatization"	NA	2005	"Live Action"	0	20019173	25	15.425073	0.61700292
"4551"	"Still Smokin"	15416684	15416684	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1983	"Live Action"	1	40964328	0	15.416684	Inf
"4552"	"The Mod Squad"	15415361	13260050	2155311	NA	0	"R"	"Action"	"Contemporary Fiction"	NA	1999	"Live Action"	0	21847759	0	15.415361	Inf
"4553"	"Tales from the Darkside: The Movie"	15405624	15405624	0	NA	0	"R"	"Horror"	"Fantasy"	NA	1990	"Live Action"	0	30555706	0	15.405624	Inf
"4554"	"Touching the Void"	15396525	4593598	10802927	NA	2000000	"R"	"Documentary"	"Factual"	NA	2004	"Live Action"	0	6174691	2	15.396525	7.6982625
"4555"	"Death Warrant"	15394200	15394200	0	NA	0	"R"	"Action"	"Contemporary Fiction"	NA	1990	"Live Action"	0	26809955	0	15.3942	Inf
"4556"	"Pulse: A Stomp Odyssey"	15384390	10086514	5297876	NA	0	"Not Rated"	"Documentary"	"Factual"	NA	2002	"Live Action"	0	14530831	0	15.38439	Inf
"4557"	"Mr. Destiny"	15379253	15379253	0	NA	0	"PG-13"	"Comedy"	"Fantasy"	NA	1990	"Live Action"	0	18249588	0	15.379253	Inf
"4558"	"Bridge of Spies"	15371203	15371203	0	NA	0	"PG-13"	"Thriller/Suspense"	"Historical Fiction"	141	2015	"Live Action"	0	15371203	0	15.371203	Inf
"4559"	"The Witches"	15360553	10360553	5000000	NA	0	"PG"	"Horror"	"Fantasy"	NA	1990	"Live Action"	0	11440719	0	15.360553	Inf
"4560"	"Alex & Emma"	15358583	14208384	1150199	NA	30000000	"PG-13"	"Drama"	"Contemporary Fiction"	NA	2003	"Live Action"	0	19722089	30	15.358583	0.511952766666667
"4561"	"She-Devil"	15351421	15351421	0	NA	0	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	1989	"Live Action"	0	22233901	0	15.351421	Inf
"4562"	"Primeval"	15337855	10597734	4740121	8262050	0	"R"	"Adventure"	"Dramatization"	NA	2007	"Live Action"	0	12892880	0	15.337855	Inf
"4563"	"Revenge"	15335333	15335333	0	NA	0	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	1990	"Live Action"	0	30416287	0	15.335333	Inf
"4564"	"The Haunting of Molly Hartley"	15318257	13442412	1875845	10021489	5000000	"PG-13"	"Thriller/Suspense"	"Fantasy"	NA	2008	"Live Action"	0	15670331	5	15.318257	3.0636514
"4565"	"The Assassination of Jesse James by the Coward Robert Ford"	15313631	3909149	11404482	9885062	30000000	"R"	"Western"	"Dramatization"	160	2007	"Live Action"	0	4754202	30	15.313631	0.510454366666667
"4566"	"The Dreamers"	15307337	2531462	12775875	NA	0	"NC-17"	"Drama"	"Historical Fiction"	NA	2004	"Live Action"	0	3411972	0	15.307337	Inf
"4567"	"Welcome Stranger"	15300000	15300000	0	NA	0	NA	NA	NA	NA	1947	NA	0	316982672	0	15.3	Inf
"4568"	"The Goods: Live Hard, Sell Hard"	15297318	15122676	174642	NA	10000000	"R"	"Comedy"	"Contemporary Fiction"	NA	2009	"Live Action"	0	16876908	10	15.297318	1.5297318
"4569"	"Maiko haaaan!!!"	15287683	0	15287683	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	2007	"Live Action"	0	NA	0	15.287683	Inf
"4570"	"Raavan"	15284375	708726	14575649	NA	0	NA	NA	NA	NA	2010	"Live Action"	0	751835	0	15.284375	Inf
"4571"	"Solomon Kane"	15275793	0	15275793	NA	0	"R"	"Adventure"	"Fantasy"	104	2008	"Live Action"	0	NA	0	15.275793	Inf
"4572"	"Quick Change"	15260154	15260154	0	NA	0	"R"	"Comedy"	"Contemporary Fiction"	NA	1990	"Live Action"	0	20088084	0	15.260154	Inf
"4573"	"Benji the Hunted"	15212539	15212539	0	NA	0	NA	"Adventure"	"Contemporary Fiction"	NA	1987	"Live Action"	1	28981376	0	15.212539	Inf
"4574"	"Sweet Sweetback's Baad Asssss Song"	15200000	15200000	0	NA	150000	NA	NA	NA	NA	1971	NA	0	77105453	0.15	15.2	101.333333333333
"4575"	"Celda 211"	15200000	0	15200000	NA	0	NA	NA	NA	NA	2009	NA	0	NA	0	15.2	Inf
"4576"	"First Family"	15198912	15198912	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1980	"Live Action"	0	15198912	0	15.198912	Inf
"4577"	"The Long Riders"	15198912	15198912	0	NA	10000000	NA	"Action"	"Historical Fiction"	NA	1980	"Live Action"	0	15198912	10	15.198912	1.5198912
"4578"	"Bad Girls"	15187851	15187851	0	NA	0	"R"	"Western"	"Historical Fiction"	NA	1994	"Live Action"	0	27386272	0	15.187851	Inf
"4579"	"Needful Things"	15185672	15185672	0	NA	0	"R"	"Horror"	"Fantasy"	120	1993	"Live Action"	0	26763971	0	15.185672	Inf
"4580"	"Miss Pettigrew Lives for a Day"	15172953	12313694	2859259	3568108	0	"PG-13"	"Comedy"	"Historical Fiction"	NA	2008	"Live Action"	0	14354542	0	15.172953	Inf
"4581"	"Thinner"	15171475	15171475	0	NA	14000000	"R"	"Horror"	"Fantasy"	NA	1996	"Live Action"	0	28704162	14	15.171475	1.08367678571429
"4582"	"The Corruptor"	15164492	15164492	0	NA	10000000	"R"	"Action"	"Contemporary Fiction"	NA	1999	"Live Action"	0	24971928	10	15.164492	1.5164492
"4583"	"Chasing Amy"	15155095	12006514	3148581	NA	250000	"R"	"Romantic Comedy"	"Contemporary Fiction"	NA	1997	"Live Action"	0	21894229	0.25	15.155095	60.62038
"4584"	"Iris"	15155021	5580479	9574542	NA	5500000	"R"	"Drama"	"Dramatization"	NA	2001	"Live Action"	0	8041436	5.5	15.155021	2.75545836363636
"4585"	"Paradaisu Kisu"	15141014	0	15141014	NA	0	NA	"Drama"	"Contemporary Fiction"	0	2011	"Live Action"	0	NA	0	15.141014	Inf
"4586"	"La science des rêves"	15137932	4670644	10467288	NA	6000000	"R"	"Comedy"	"Fantasy"	105	2006	"Live Action"	0	5968438	6	15.137932	2.52298866666667
"4587"	"Firestarter"	15136870	15136870	0	NA	15000000	NA	"Horror"	"Science Fiction"	NA	1984	"Live Action"	0	37707026	15	15.13687	1.00912466666667
"4588"	"I am Love"	15132211	5005465	10126746	NA	10000000	"R"	"Drama"	"Historical Fiction"	119	2010	"Live Action"	0	5309978	10	15.132211	1.5132211
"4589"	"Big Top Pee-Wee"	15122324	15122324	0	NA	0	NA	"Adventure"	"Contemporary Fiction"	NA	1988	"Live Action"	1	18885239	0	15.122324	Inf
"4590"	"The Painted Veil"	15118795	8060487	7058308	7622191	19400000	"PG-13"	"Drama"	"Historical Fiction"	NA	2006	"Live Action"	0	9836633	19.4	15.118795	0.779319329896907
"4591"	"The Madness of King George"	15110485	15110485	0	NA	0	"PG-13"	"Drama"	"Dramatization"	NA	1994	"Live Action"	0	29086252	0	15.110485	Inf
"4592"	"Halloween:  The Curse of Michael Myers"	15106362	15106362	0	NA	5000000	"R"	"Horror"	"Contemporary Fiction"	NA	1995	"Live Action"	1	29066725	5	15.106362	3.0212724
"4593"	"Muriel's Wedding"	15103199	15103199	0	NA	0	"R"	"Comedy"	"Contemporary Fiction"	NA	1995	"Live Action"	0	29060640	0	15.103199	Inf
"4594"	"Bhool Bhulaiyaa"	15090039	1097797	13992242	NA	0	"Not Rated"	"Comedy"	"Contemporary Fiction"	NA	2007	"Live Action"	0	1335551	0	15.090039	Inf
"4595"	"Dead Man on Campus"	15062898	15062898	0	NA	14000000	"R"	"Black Comedy"	"Contemporary Fiction"	NA	1998	"Live Action"	0	26881971	14	15.062898	1.07592128571429
"4596"	"Paradise Murdered"	15061334	0	15061334	NA	0	NA	"Thriller/Suspense"	"Contemporary Fiction"	NA	2007	"Live Action"	0	NA	0	15.061334	Inf
"4597"	"King Solomon's Mines"	15057465	15057465	0	NA	0	NA	"Adventure"	"Historical Fiction"	NA	1985	"Live Action"	0	35433114	0	15.057465	Inf
"4598"	"The Reef"	15037867	0	15037867	NA	10000000	"R"	"Thriller/Suspense"	"Dramatization"	0	2010	"Live Action"	0	0	10	15.037867	1.5037867
"4599"	"Twilight"	15030732	15030732	0	NA	20000000	"R"	"Drama"	"Contemporary Fiction"	NA	1998	"Live Action"	0	26824569	20	15.030732	0.7515366
"4600"	"Zapped!"	15026217	15026217	0	NA	0	"R"	"Comedy"	"Science Fiction"	98	1982	"Live Action"	0	42778718	0	15.026217	Inf
"4601"	"Haakon Haakonsen"	15024232	15024232	0	NA	8500000	"PG"	"Adventure"	"Historical Fiction"	NA	1991	"Live Action"	0	29870027	8.5	15.024232	1.76755670588235
"4602"	"Trick 2"	15016774	0	15016774	NA	0	NA	NA	NA	NA	2006	NA	0	NA	0	15.016774	Inf
"4603"	"Mother, Jugs & Speed"	1.5e+07	15000000	0	NA	0	NA	NA	NA	NA	1976	NA	0	58943666	0	15	Inf
"4604"	"The Front Page"	1.5e+07	15000000	0	NA	4000000	NA	"Comedy"	"Contemporary Fiction"	NA	1974	"Live Action"	0	67139034	4	15	3.75
"4605"	"The V.I.P.s"	1.5e+07	15000000	0	NA	0	NA	NA	NA	NA	1963	NA	0	147705884	0	15	Inf
"4606"	"The Egyptian"	1.5e+07	15000000	0	NA	5000000	NA	NA	NA	NA	1954	NA	0	280872483	5	15	3
"4607"	"Obitaemyy ostrov"	1.5e+07	0	15000000	NA	36500000	NA	"Action"	"Science Fiction"	NA	2009	"Live Action"	0	NA	36.5	15	0.410958904109589
"4608"	"Pete 'n' Tillie"	14999969	14999969	0	NA	0	NA	NA	NA	NA	1972	NA	0	73852787	0	14.999969	Inf
"4609"	"Breakin' 2: Electric Boogaloo"	14981047	14981047	0	NA	0	"PG"	"Musical"	"Contemporary Fiction"	94	1984	"Live Action"	1	36424189	0	14.981047	Inf
"4610"	"Ek Main Aur Ekk Tu"	14978029	1155545	13822484	NA	0	"Not Rated"	"Romantic Comedy"	"Contemporary Fiction"	140	2011	"Live Action"	0	1215056	0	14.978029	Inf
"4611"	"Solaris"	14970038	14970038	0	NA	47000000	"PG-13"	"Drama"	"Science Fiction"	NA	2002	"Live Action"	0	21558793	47	14.970038	0.318511446808511
"4612"	"Matrimonio alle Bahamas"	14964621	0	14964621	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	2007	"Live Action"	0	NA	0	14.964621	Inf
"4613"	"Chak De India"	14959326	1113541	13845785	NA	0	"Not Rated"	"Drama"	"Contemporary Fiction"	NA	2007	"Live Action"	0	1354701	0	14.959326	Inf
"4614"	"The Music Man"	14953846	14953846	0	NA	0	NA	"Musical"	NA	NA	1962	NA	0	178805272	0	14.953846	Inf
"4615"	"The Hudsucker Proxy"	14938149	2816518	12121631	NA	40000000	"PG"	"Comedy"	"Historical Fiction"	111	1994	"Live Action"	0	5778004	40	14.938149	0.373453725
"4616"	"Boat Trip"	14933713	8586376	6347337	NA	15000000	"R"	"Comedy"	"Contemporary Fiction"	NA	2003	"Live Action"	0	11918403	15	14.933713	0.995580866666667
